query_id	source_query_id	query	split	answer
vimqa_train_000067	vimqa_train_000067	Elizabeth Blackburn - người cùng với Jack W. Szostak nhận giải Nobel Sinh lý và Y khoa năm 2009 từng là một hội viên trong Hội đồng Tổng thống về Đạo đức Sinh học phải không?	train	đúng
vimqa_train_000068	vimqa_train_000068	Câu lạc bộ Newcastle United F.C. Alan Shearer từng khoác áo đặt trụ sở tại thành phố Newcastle ở miền Đông Bắc nước Anh phải không?	train	đúng
vimqa_train_000069	vimqa_train_000069	Nghệ sĩ Whitney Houston của album "The Bodyguard: Original Soundtrack Album" là nữ nghệ sĩ đoạt nhiều giải thưởng nhất mọi thời đại phải không?	train	đúng
vimqa_train_000070	vimqa_train_000070	Giải thưởng mà Rachel McAdams từng được đề cử hai giải là của tổ chức Viện hàn lâm khoa học Thụy Điển phải không?	train	không
vimqa_train_000071	vimqa_train_000071	Đại học mà George Minot được bổ nhiệm làm giáo sư phụ tá y khoa nằm ở bang Maryland phải không?	train	đúng
vimqa_train_000072	vimqa_train_000072	Tác phẩm Cô gái lắm chiêu mà Rachel McAdams đã tham gia là phim điện ảnh hài tuổi teen phải không?	train	đúng
vimqa_train_000073	vimqa_train_000073	Giải mà FC Twente hiện đang thi đấu được thành lập vào năm 1956 phải không?	train	đúng
vimqa_train_000074	vimqa_train_000074	Trường mà Edmund Phelps có công trình nghiên cứu về mối quan hệ giữa lạm phát và thất nghiệp nằm ở Khu định cư Connecticut phải không?	train	đúng
vimqa_train_000075	vimqa_train_000075	Quê hương của Ray Charles có thủ đô Washington, D.C. phải không?	train	đúng
vimqa_train_000076	vimqa_train_000076	Người bị Jimmy Carter vượt qua trong cuộc bầu cử tổng thống năm 1976 từng là phó tổng thống thứ 40 của Hoa Kỳ phải không?	train	đúng
vimqa_train_000077	vimqa_train_000077	Ban nhạc phát hành bài hát "Hey Jude" có 4 thành viên phải không?	train	đúng
vimqa_train_000078	vimqa_train_000078	Quốc gia của Kasper Schmeichel nằm ở phía Tây Nam của Thụy Điển phải không?	train	đúng
vimqa_train_000079	vimqa_train_000079	Nhà vi khuẩn học đã xác định độc lập vi khuẩn gây bệnh dịch hạch trước Alexandre Yersin sinh năm 1931 phải không?	train	đúng
vimqa_train_000080	vimqa_train_000080	Roger David Kornberg được trao giải thường về lĩnh vực Y học vào năm 2000 phải không?	train	đúng
vimqa_train_000081	vimqa_train_000081	Quốc gia của Oda Nobunaga nằm bên rìa phía đông của các biển Nhật Bản, Hoa Đông phải không?	train	đúng
vimqa_train_000082	vimqa_train_000082	Đất nước mà Zachary Taylor làm tổng thống thứ 12 gồm 50 tiểu bang phải không?	train	đúng
vimqa_train_000083	vimqa_train_000083	Giải đấu của câu lạc bộ Lille OSC được tài trợ bởi tổ chức Billboard phải không?	train	không
vimqa_train_000084	vimqa_train_000084	Câu lạc bộ mà Paolo Maldini chơi trong suốt sự nghiệp thi đấu được thành lập năm 1899 phải không?	train	đúng
vimqa_train_000085	vimqa_train_000085	Nhà lý thuyết nữ quyền nổi tiếng có mối quan hệ với Jean-Paul Sartre sinh năm 1986 phải không?	train	đúng
vimqa_train_000086	vimqa_train_000086	Quốc gia của Henry Dunant có biên giới với Ý về phía nam phải không?	train	đúng
vimqa_train_000087	vimqa_train_000087	Giải bóng đá mà Paris Saint-Germain F.C. hiện đang thi đấu do Uber Eats tài trợ phải không?	train	đúng
vimqa_train_000088	vimqa_train_000088	Câu lạc bộ đã chiêu mộ Christian Vieri từ Lazio được thành lập năm 1908 phải không?	train	đúng
vimqa_train_000089	vimqa_train_000089	Album Mi Reflejo được chuyến lưu diễn Christina Aguilera: In Concert quảng bá được phát hành vào ngày 3 tháng 4 tại Mỹ phải không?	train	không
vimqa_train_000090	vimqa_train_000090	Bộ phim Phi đội gà bay Timothy Spall từng lồng tiếng được sản xuất ở xưởng phim Aardman Animations phải không?	train	đúng
vimqa_train_000091	vimqa_train_000091	Rinat Fayzrakhmanovich Dasayev nhỏ tuổi hơn Thibaut Courtois phải không?	train	không
vimqa_train_000092	vimqa_train_000092	Quốc gia của Lionel Richie giáp nước México ở phía nam phải không?	train	đúng
vimqa_train_000093	vimqa_train_000093	Mark Hughes đã làm huấn luyện viên của đội bóng Manchester City F.C. vô địch bóng đá Anh 7 lần phải không?	train	đúng
vimqa_train_000094	vimqa_train_000094	Quê hương của James D. Watson nằm ở Tây Bán cầu phải không?	train	đúng
vimqa_train_000095	vimqa_train_000095	Nhóm nhạc có Brian Jones là người sáng lập và thủ lĩnh được thành lập ở Luân Đôn phải không?	train	đúng
vimqa_train_000096	vimqa_train_000096	Bộ phim Donnie Darko của Patrick Swayze được đạo diễn bởi Richard Kelly phải không?	train	đúng
vimqa_train_000097	vimqa_train_000097	Câu lạc bộ Aston Villa F.C. mà Chris Sutton đã chơi được sáng lập vào năm 1874 phải không?	train	đúng
vimqa_train_000098	vimqa_train_000098	Nơi sáng lập ban nhạc The Killers nằm ở miền bắc nước Hoa Kỳ phải không?	train	không
vimqa_train_000099	vimqa_train_000099	Quê hương của nhà hoá học Shirakawa Hideki có phía tây giáp với bán đảo Triều Tiên qua biển Nhật Bản phải không?	train	đúng
vimqa_train_000100	vimqa_train_000100	Tổ chức trao Giải Oscar được thành lập năm 1927 phải không?	train	đúng
vimqa_train_000101	vimqa_train_000101	Giải đấu mà Stoke là câu lạc bộ lâu đời nhất được thành lập năm 1992 phải không?	train	đúng
vimqa_train_000102	vimqa_train_000102	Nhóm nhạc nữ có bài hát Don't Cha được sáng lập bởi Robin Antin phải không?	train	đúng
vimqa_train_000103	vimqa_train_000103	Quốc gia của George Washington giáp biển Thái Bình Dương ở phía tây phải không?	train	đúng
vimqa_train_000104	vimqa_train_000104	Ca khúc I Love You This Big trong album Scotty McCreery được phát hành làm đĩa đơn mở đầu cho album phòng thu của Scotty McCreery mang tên Clear as Day phải không?	train	đúng
vimqa_train_000105	vimqa_train_000105	Đội bóng mà Jan Ceulemans huấn luyện năm 2005 có trụ sở ở Bruges ở Bỉ phải không?	train	đúng
vimqa_train_000106	vimqa_train_000106	Giải bóng đá ngoại hạng Scotland mà Chris Sutton từng chơi là giải đấu cao nhất của các câu lạc bộ bóng đá Scotland phải không?	train	đúng
vimqa_train_000107	vimqa_train_000107	Quê hương của Enrique Iglesias có thủ đô Madrid phải không?	train	đúng
vimqa_train_000108	vimqa_train_000108	Quốc gia của tổ chức Toei Company nằm ở khu vực Đông Á phải không?	train	đúng
vimqa_train_000109	vimqa_train_000109	Bộ phim Võ sĩ đạo cuối cùng mà Hans Zimmer làm phần nhạc phim là một bộ phim lịch sử - chiến tranh Mỹ được sản xuất năm 2003 phải không?	train	đúng
vimqa_train_000110	vimqa_train_000110	Timothy Leonard Spall từng tham gia một tác phẩm về lịch sử chiến tranh được sản xuất năm 2003, tác phẩm này nói về vị vua Minh Trị phải không?	train	đúng
vimqa_train_000111	vimqa_train_000111	Đĩa đơn Earned It của The Weeknd được phát hành vào ngày 4 tháng 4 năm 2014 phải không?	train	không
vimqa_train_000112	vimqa_train_000112	Con của Kirk Douglas đoạt giải Oscar hai lần phải không?	train	đúng
vimqa_train_000113	vimqa_train_000113	Quê hương của Barbra Streisand có tên đầy đủ là Hợp chúng quốc Hoa Kỳ phải không?	train	đúng
vimqa_train_000114	vimqa_train_000114	Đất nước của Johann Heinrich Lambert gồm 26 bang bang phải không?	train	đúng
vimqa_train_000115	vimqa_train_000115	Đạo diễn phim "My Blueberry Night" sinh năm 1958 phải không?	train	đúng
vimqa_train_000116	vimqa_train_000116	Đất nước Hoa Kỳ xuất bản quyển tự truyện Thank Heaven của Leslie Caron là một quốc gia cộng hòa lập hiến liên bang thuộc châu Mỹ phải không?	train	đúng
vimqa_train_000117	vimqa_train_000117	Sean Conlon đồng sáng tác ca khúc Let's Dance mang trong mình dòng máu Ireland phải không?	train	đúng
vimqa_train_000118	vimqa_train_000118	Tạp chí bầu Buster Keaton đứng ở vị trí thứ bảy trong danh sách những đạo diễn xuất sắc nhất mọi thời đại là ấn phẩm chị em với tạp chí People Weekly phải không?	train	đúng
vimqa_train_000119	vimqa_train_000119	Câu lạc bộ có sân nhà là Villa Park đã vô địch Football League First Division 7 lần phải không?	train	đúng
vimqa_train_000120	vimqa_train_000120	Sân nhà của Tottenham Hotspur F.C. kể từ tháng 4 năm 2019 nằm ở Tottenham, Luân Đôn phải không?	train	đúng
vimqa_train_000121	vimqa_train_000121	Giải thưởng Hermann Staudinger được trao năm 1953 thiết lập theo di chúc của Alfred Nobel phải không?	train	đúng
vimqa_train_000122	vimqa_train_000122	Tên album có ca khúc Meet Me Halfway là viết tắt của từ tiếng Anh I Want It All phải không?	train	không
vimqa_train_000123	vimqa_train_000123	Đội tuyển bóng đá đất nước mà Leonardo Bonucci đang chơi giành được 2 chức vô địch Euro phải không?	train	đúng
vimqa_train_000124	vimqa_train_000124	Mạng truyền hình phát sóng phim Tokumei Sentai Go-Busters là của nước Nhật Bản phải không?	train	đúng
vimqa_train_000125	vimqa_train_000125	Giải thưởng Johannes Hans Daniel Jensen đoạt năm 1963 được trao hàng năm cho các nhà khoa học và thiên văn có những khám phá và những đóng góp nổi trội trong lĩnh vực vật lý phải không?	train	đúng
vimqa_train_000126	vimqa_train_000126	Đất nước của Shirakawa Hideki nằm trên biển Thái Bình Dương phải không?	train	đúng
vimqa_train_000127	vimqa_train_000127	Đội bóng Tottenham Hotspur F.C. mà Edgar Davids từng chơi có biểu tượng là hình chú gà trống đứng trên hình quả bóng phải không?	train	đúng
vimqa_train_000128	vimqa_train_000128	Ca khúc thành công nhất của James Blunt được phát hành bởi CJ Group phải không?	train	không
vimqa_train_000129	vimqa_train_000129	Quốc gia có Suomen virallinen lista giáp với Nga về phía Đông phải không?	train	đúng
vimqa_train_000130	vimqa_train_000130	Tổ chức mà Jack Kilby làm việc khi chế tạo mạch tích hợp đầu tiên có trụ sở chính tại Nashville, Tinnessee phải không?	train	không
vimqa_train_000131	vimqa_train_000131	Câu lạc bộ bóng đá Javier Zanetti gia nhập năm 1995 được thành lập năm 1908 phải không?	train	đúng
vimqa_train_000132	vimqa_train_000132	Đất nước của Kasper Schmeichel nằm ở phía Tây Nam của Thụy Điển phải không?	train	đúng
vimqa_train_000133	vimqa_train_000133	Carl Sagan là đồng nghiệp của Kip Thorne và là nhà phát ngôn khoa học người Mỹ phải không?	train	đúng
vimqa_train_000134	vimqa_train_000134	Tác phẩm Võ sĩ đạo cuối cùng mà Hans Zimmer làm phần nhạc phim là một bộ phim lịch sử - chiến tranh Mỹ được sản xuất năm 2003 phải không?	train	đúng
vimqa_train_000135	vimqa_train_000135	Quốc gia của bộ phim Little Door Gods có tên gọi chính thức là Cộng hòa Nhân dân Trung Hoa phải không?	train	đúng
vimqa_train_000136	vimqa_train_000136	Câu lạc bộ có sân nhà ở Arena AufSchalke được biết đến với tên gọi Schalke 04 phải không?	train	đúng
vimqa_train_000137	vimqa_train_000137	Stefan Hell - người cùng với Eric Betzig được trao giải Nobel Hóa học là nhà hóa lý người Đức phải không?	train	đúng
vimqa_train_000138	vimqa_train_000138	Đất nước của Suzuki Keiko nằm bên rìa phía đông của biển Chết phải không?	train	không
vimqa_train_000139	vimqa_train_000139	Giải Oscar cho nữ nghệ sĩ chính xuất sắc nhất của Kate Winslet do Viện Nobel trao tặng phải không?	train	không
vimqa_train_000140	vimqa_train_000140	Bảng xếp hạng mà đĩa đơn Boys and Girls của Pixie Lott đạt vị trí thứ nhất được biên soạn bởi Trung tâm Kennedy phải không?	train	không
vimqa_train_000141	vimqa_train_000141	Đội bóng mà Ashley Simon Young chơi ở vị trí tiền vệ cánh có trụ sở ở Birmingham phải không?	train	đúng
vimqa_train_000142	vimqa_train_000142	Mike Pence là Phó Tổng thống của đất nước có thủ đô Washington, D.C phải không?	train	đúng
vimqa_train_000143	vimqa_train_000143	Đất nước của Al Pacino thuộc châu Mỹ phải không?	train	đúng
vimqa_train_000144	vimqa_train_000144	Quê hương của Dale T. Mortensen có tên đầy đủ là Hợp chúng quốc Hoa Kỳ phải không?	train	đúng
vimqa_train_000145	vimqa_train_000145	Quốc gia nơi Daniel Bedingfield sinh ra nằm tại khu vực phía tây nam của Thái Bình Dương phải không?	train	đúng
vimqa_train_000146	vimqa_train_000146	Nhóm nhạc có album Tell Me I'm Pretty được thành lập vào năm 2006 phải không?	train	đúng
vimqa_train_000147	vimqa_train_000147	Đất nước New Zealand mà Madman Entertainment chuyên phân phối anime và manga Nhật Bản có tên tiếng Việt là Mỹ phải không?	train	không
vimqa_train_000148	vimqa_train_000148	Siêu ban nhạc Traveling Wilburys mà Tom Petty đồng sáng lập có 2 album vào năm 1988 và 1990 phải không?	train	đúng
vimqa_train_000149	vimqa_train_000149	Câu lạc bộ mà Bryan Robson trở lại vào tháng 3-2008 có trụ sở tại Burbank, California phải không?	train	không
vimqa_train_000150	vimqa_train_000150	Đại học mà Willard Libby làm việc trong Phòng thí nghiệm Hợp kim Thay thế Hợp phần nằm ở thành phố New York phải không?	train	đúng
vimqa_train_000151	vimqa_train_000151	Tác phẩm The Abyss của đạo diễn phim Aliens (1986) có sự tham gia của diễn viên Ed Harris phải không?	train	đúng
vimqa_train_000152	vimqa_train_000152	Đội bóng mà Pierre-Emerick Aubameyang bắt đầu sự nghiệp có trụ sở tại thành phố Milano phải không?	train	đúng
vimqa_train_000153	vimqa_train_000153	Hãng phim Warner Bros. mà WarnerMedia sở hữu và có cổ phần có vài công ty con khác như Warner Home Video, DC Comics và New Line Cinema phải không?	train	đúng
vimqa_train_000154	vimqa_train_000154	Nhóm nhạc có Pete Best là cựu thành viên được sáng lập tại Liverpool phải không?	train	đúng
vimqa_train_000155	vimqa_train_000155	Adam Lallana nhỏ tuổi hơn Ian Wright phải không?	train	đúng
vimqa_train_000156	vimqa_train_000156	Đội bóng Real Madrid C.F. Bernd Schuster từng quản lý là Đội bóng bóng đá xuất sắc nhất thế kỷ 20 của FIFA phải không?	train	đúng
vimqa_train_000157	vimqa_train_000157	Maurice Gibb là một trong 3 anh em thành lập nhóm nhạc Bee Gees và mất ngày 12 tháng 1 năm 2003 phải không?	train	đúng
vimqa_train_000158	vimqa_train_000158	Tiểu bang mà nhân vật Jason Voorhees sống xếp thứ 4 trong danh sách những tiểu bang nhỏ nhất phải không?	train	đúng
vimqa_train_000159	vimqa_train_000159	Backstreet Boys từng đứng thứ 12 trong bảng xếp hạng Billboard Hot 100 dựa trên doanh số bán hàng, lượt phát trên radio và lượt phát trực tuyến phải không?	train	đúng
vimqa_train_000160	vimqa_train_000160	Bộ phim mà Nora Ephron giành được một giải BAFTA cho kịch bản gốc xuất sắc nhất do Rob Reiner đạo diễn phải không?	train	đúng
vimqa_train_000161	vimqa_train_000161	Hubert Humphrey lớn tuổi hơn Charles W. Fairbanks phải không?	train	không
vimqa_train_000162	vimqa_train_000162	Người sáng tác ca khúc "Tomorrow Never Knows" đã thành lập ban nhạc Plastic Ono Band cùng Yoko Ono phải không?	train	đúng
vimqa_train_000163	vimqa_train_000163	Vai diễn giúp Josh Radnor được biết đến rộng rãi là trong bộ phim truyền hình của nước Hoa Kỳ phải không?	train	đúng
vimqa_train_000164	vimqa_train_000164	Câu lạc bộ Alex Ferguson đã giúp trở thành 1 trong 2 câu lạc bộ bóng đá vĩ đại nhất lịch sử nước Anh có biệt danh Quỷ Đỏ phải không?	train	đúng
vimqa_train_000165	vimqa_train_000165	Tác phẩm A Star Is Born Janet Gaynor tham gia có kịch bản nổi tiếng và đã được thực hiện 4 lần vào bốn thập kỷ khác nhau phải không?	train	đúng
vimqa_train_000166	vimqa_train_000166	Đạo diễn hợp tác với Columbia Pictures sinh ra ở nước Ý phải không?	train	đúng
vimqa_train_000167	vimqa_train_000167	Quê hương của Marc Overmars có biên giới hàng hải với nước Bỉ, Anh và Đức phải không?	train	đúng
vimqa_train_000168	vimqa_train_000168	Đại học có Koshiba Masatoshi là Giáo sư danh dự thành lập năm 1877 phải không?	train	đúng
vimqa_train_000169	vimqa_train_000169	Nhà xuất bản tạp chí Bloomberg Businessweek được sáng lập với khoản đầu tư khoảng một phần ba công ty từ Merrill Lynch phải không?	train	đúng
vimqa_train_000170	vimqa_train_000170	Đội bóng Liverpool F.C. Kenny Dalglish từng thi đấu có trụ sở tại thành phố Liverpool, hạt Merseyside phải không?	train	đúng
vimqa_train_000171	vimqa_train_000171	Tổ chức trao giải Quả cầu vàng cho Bille August được thành lập năm 1943 phải không?	train	đúng
vimqa_train_000172	vimqa_train_000172	Đội bóng John Francis O'Shea gia nhập năm 17 tuổi được đưa lên sàn chứng khoán Luân Đôn vào năm 1991 phải không?	train	đúng
vimqa_train_000173	vimqa_train_000173	Giải thưởng mà Vivien Leigh đạt được nhờ bộ phim Chuyến tàu mang tên dục vọng (1951) được phát hình lần đầu vào năm 1953 phải không?	train	đúng
vimqa_train_000174	vimqa_train_000174	Tổ chức mà William Randal Cremer là một Nghị sĩ có tên chính thức là Viện Nobel phải không?	train	không
vimqa_train_000175	vimqa_train_000175	Nhóm hát mà Roddy Ricch khởi đầu sự nghiệp được thành lập với tên gọi ban đầu là The Primettes phải không?	train	đúng
