query_id	doc_id	relevance
vimqa_train_000071	vimqa_ctx_decc7e6d12fef6b9	1
vimqa_train_000072	vimqa_ctx_c460f4bd1838c582	1
vimqa_train_000073	vimqa_ctx_bc536515f5e7f34b	1
vimqa_train_000074	vimqa_ctx_52a1f298c29ee17b	1
vimqa_train_000075	vimqa_ctx_4486e0f9110ea27e	1
vimqa_train_000076	vimqa_ctx_5050f99a3e438ee8	1
vimqa_train_000077	vimqa_ctx_e5b3ea7e162f947e	1
vimqa_train_000078	vimqa_ctx_5dfc464941a349a7	1
vimqa_train_000079	vimqa_ctx_5856ffb9164e9066	1
vimqa_train_000080	vimqa_ctx_94b4e946c1737209	1
vimqa_train_000081	vimqa_ctx_a747c94cd505b76b	1
vimqa_train_000082	vimqa_ctx_23cd0069db211127	1
vimqa_train_000083	vimqa_ctx_7a4b745697360888	1
vimqa_train_000084	vimqa_ctx_9050482b62995f6f	1
vimqa_train_000085	vimqa_ctx_07e2a5ac6d14781c	1
vimqa_train_000086	vimqa_ctx_184a89d6971b7ad0	1
vimqa_train_000087	vimqa_ctx_163982c889556d2d	1
vimqa_train_000088	vimqa_ctx_554f4f695112e068	1
vimqa_train_000089	vimqa_ctx_c7ed3fa8655e67cd	1
vimqa_train_000090	vimqa_ctx_cc650a302f27ed58	1
vimqa_train_000091	vimqa_ctx_f1c2f513856b0d08	1
vimqa_train_000092	vimqa_ctx_6081133e687c1ff4	1
vimqa_train_000093	vimqa_ctx_5a475414e8b107e1	1
vimqa_train_000094	vimqa_ctx_e159f38319c52dca	1
vimqa_train_000095	vimqa_ctx_83929ffa5718b1a4	1
vimqa_train_000096	vimqa_ctx_ba81174eff6f4702	1
vimqa_train_000097	vimqa_ctx_6952c75d69693eec	1
vimqa_train_000098	vimqa_ctx_c25bbbce3e00a093	1
vimqa_train_000099	vimqa_ctx_1f55b92675f99976	1
vimqa_train_000100	vimqa_ctx_1f15ed373dc74cd7	1
vimqa_train_000101	vimqa_ctx_6c24744208c9f7ed	1
vimqa_train_000102	vimqa_ctx_c001cbbfdf46397e	1
vimqa_train_000103	vimqa_ctx_437d72a549ea4b2b	1
vimqa_train_000104	vimqa_ctx_05879053b5778c3c	1
vimqa_train_000105	vimqa_ctx_6a668dde5897e78c	1
vimqa_train_000106	vimqa_ctx_d4a188ef053644ae	1
vimqa_train_000107	vimqa_ctx_055e4fbb2407a359	1
vimqa_train_000108	vimqa_ctx_1f9542d83ae41501	1
vimqa_train_000109	vimqa_ctx_ff0e822f39f0f720	1
vimqa_train_000110	vimqa_ctx_d8044b6377dc2064	1
vimqa_train_000111	vimqa_ctx_4e2fe6e43303f49a	1
vimqa_train_000112	vimqa_ctx_f8ee921d58d625d0	1
vimqa_train_000113	vimqa_ctx_4a7bd55b5e9bd3a3	1
vimqa_train_000114	vimqa_ctx_c3736ab82a32badf	1
vimqa_train_000115	vimqa_ctx_01a7eb161acf2098	1
vimqa_train_000116	vimqa_ctx_c42ca0913877c079	1
vimqa_train_000117	vimqa_ctx_cc6894ca6d85d47a	1
vimqa_train_000118	vimqa_ctx_ee9673ef255aef82	1
vimqa_train_000119	vimqa_ctx_9bf9623fef7bf584	1
vimqa_train_000120	vimqa_ctx_30dad80f10ad769f	1
vimqa_train_000121	vimqa_ctx_2b7ba04a63151c58	1
vimqa_train_000122	vimqa_ctx_720b2dc4f651889e	1
vimqa_train_000123	vimqa_ctx_7eb124b2cb7d0d9e	1
vimqa_train_000124	vimqa_ctx_f5856ade41b469ae	1
vimqa_train_000125	vimqa_ctx_1e988fabe2c27bcd	1
vimqa_train_000126	vimqa_ctx_8ad5fe62f4ac5de4	1
vimqa_train_000127	vimqa_ctx_44b5ecd9db3c83a4	1
vimqa_train_000128	vimqa_ctx_6cb866f6c281e1bc	1
vimqa_train_000129	vimqa_ctx_462376b36864a2bd	1
vimqa_train_000130	vimqa_ctx_8e46cc8a70b41cbb	1
vimqa_train_000131	vimqa_ctx_8770dacce4fbfd17	1
vimqa_train_000132	vimqa_ctx_5dfc464941a349a7	1
vimqa_train_000133	vimqa_ctx_5b7584f091d2b669	1
vimqa_train_000134	vimqa_ctx_ff0e822f39f0f720	1
vimqa_train_000135	vimqa_ctx_65a74784b3f48dd9	1
vimqa_train_000136	vimqa_ctx_2073a3344b4b479d	1
vimqa_train_000137	vimqa_ctx_b088c4c9f490e702	1
vimqa_train_000138	vimqa_ctx_36da6a86277e1c1f	1
vimqa_train_000139	vimqa_ctx_51fe406d1967cbec	1
vimqa_train_000140	vimqa_ctx_d6bac2c0ccaf0faa	1
vimqa_train_000141	vimqa_ctx_4389081f5ecc78e2	1
vimqa_train_000142	vimqa_ctx_dc3ea719a62be367	1
vimqa_train_000143	vimqa_ctx_57793b0454e133a3	1
vimqa_train_000144	vimqa_ctx_926a57112f41bf08	1
vimqa_train_000145	vimqa_ctx_ee97189e941404a3	1
vimqa_train_000146	vimqa_ctx_8a0e446bb24392f2	1
vimqa_train_000147	vimqa_ctx_42193d6a51a3fcac	1
vimqa_train_000148	vimqa_ctx_56c35bbabad5f909	1
vimqa_train_000149	vimqa_ctx_7c791ae496dacdaf	1
vimqa_train_000150	vimqa_ctx_ccafb63cd56aa54d	1
vimqa_train_000151	vimqa_ctx_f608562318c0172a	1
vimqa_train_000152	vimqa_ctx_273ac08182419dfe	1
vimqa_train_000153	vimqa_ctx_12c35e0056fbe94a	1
vimqa_train_000154	vimqa_ctx_aaf31a25691f600d	1
vimqa_train_000155	vimqa_ctx_14a83e7555c44cab	1
vimqa_train_000156	vimqa_ctx_aae2b60731f7b4d6	1
vimqa_train_000157	vimqa_ctx_d702d74ff9c04c1e	1
vimqa_train_000158	vimqa_ctx_87ebad5ac14fe770	1
vimqa_train_000159	vimqa_ctx_002a7b59e6c91e05	1
vimqa_train_000160	vimqa_ctx_16a334edc3fab7ef	1
vimqa_train_000161	vimqa_ctx_1d7e6cd60a44fbd8	1
vimqa_train_000162	vimqa_ctx_242f417d1c56f8e5	1
vimqa_train_000163	vimqa_ctx_f1052718782e0e59	1
vimqa_train_000164	vimqa_ctx_72d7555075834860	1
vimqa_train_000165	vimqa_ctx_1f9de589d9d09b64	1
vimqa_train_000166	vimqa_ctx_b0b9468d3b71b70d	1
vimqa_train_000167	vimqa_ctx_93541e76da5e3131	1
vimqa_train_000168	vimqa_ctx_28a8dec5d27a1876	1
vimqa_train_000169	vimqa_ctx_278bc3f5019e3636	1
vimqa_train_000170	vimqa_ctx_666b287ba68d99fe	1
vimqa_train_000171	vimqa_ctx_1f1433b22ceb7c95	1
vimqa_train_000172	vimqa_ctx_229a98f8d476c648	1
vimqa_train_000173	vimqa_ctx_54a20807cca5c1ad	1
vimqa_train_000174	vimqa_ctx_9232029cd9e62e7e	1
vimqa_train_000175	vimqa_ctx_0cfbef5501fea2f1	1
vimqa_train_000176	vimqa_ctx_4486e0f9110ea27e	1
vimqa_train_000177	vimqa_ctx_be37dcfc4134d619	1
vimqa_train_000178	vimqa_ctx_bd279e05a17e5f20	1
vimqa_train_000179	vimqa_ctx_c8be72659a4ba069	1
vimqa_train_000180	vimqa_ctx_9a281854fd110478	1
vimqa_train_000181	vimqa_ctx_1a7271e81b6f9e07	1
vimqa_train_000182	vimqa_ctx_e8cda5070ba41f52	1
vimqa_train_000183	vimqa_ctx_4ead91425723c1f1	1
vimqa_train_000184	vimqa_ctx_bc64e50c35fdea55	1
vimqa_train_000185	vimqa_ctx_60c46a1602492c12	1
vimqa_train_000186	vimqa_ctx_a6752ad032c2d86e	1
vimqa_train_000187	vimqa_ctx_b1b05fe9b6fb7af1	1
vimqa_train_000188	vimqa_ctx_3308291e64489221	1
vimqa_train_000189	vimqa_ctx_26c8ddf9fb02c6fd	1
vimqa_train_000190	vimqa_ctx_a2e6fd2f6a364033	1
vimqa_train_000191	vimqa_ctx_58152704c6819a4c	1
vimqa_train_000192	vimqa_ctx_0311c72740b92ab8	1
vimqa_train_000193	vimqa_ctx_4bbc7948fccdda75	1
vimqa_train_000194	vimqa_ctx_98ee9af5c04f9dd0	1
vimqa_train_000195	vimqa_ctx_c3f7fdce2a62f825	1
vimqa_train_000196	vimqa_ctx_5e81c739ae38e974	1
vimqa_train_000197	vimqa_ctx_c0ae8b0e514c955d	1
vimqa_train_000198	vimqa_ctx_cd07f134b442c7ca	1
vimqa_train_000199	vimqa_ctx_123027ca3a8b0bc7	1
vimqa_train_000200	vimqa_ctx_3a8d2eb70c0ad684	1
vimqa_train_000201	vimqa_ctx_372e39ecea53a502	1
vimqa_train_000202	vimqa_ctx_ada1679795716f8b	1
vimqa_train_000203	vimqa_ctx_3995fc871a1ec2e5	1
vimqa_train_000204	vimqa_ctx_a3dd3513c4a5fe97	1
vimqa_train_000205	vimqa_ctx_92b498e40f054206	1
vimqa_train_000206	vimqa_ctx_e6653344717a66d4	1
vimqa_train_000207	vimqa_ctx_f737d0bdbe882cef	1
vimqa_train_000208	vimqa_ctx_3c90f00ca5a6ffc0	1
vimqa_train_000209	vimqa_ctx_e7dcf742f50295ee	1
vimqa_train_000210	vimqa_ctx_f79876831e48f849	1
vimqa_train_000211	vimqa_ctx_5f43d43cc8c098de	1
vimqa_train_000212	vimqa_ctx_1f0ac8e19786f33e	1
vimqa_train_000213	vimqa_ctx_621847f2da356d94	1
vimqa_train_000214	vimqa_ctx_acce3e2b5e94deb6	1
vimqa_train_000215	vimqa_ctx_5575dd7da92b4f8e	1
vimqa_train_000216	vimqa_ctx_8d0f2a4404d882c5	1
vimqa_train_000217	vimqa_ctx_d1e220051ba61a8e	1
vimqa_train_000218	vimqa_ctx_3a62954706fdfc9d	1
vimqa_train_000219	vimqa_ctx_0dfe523cb0c53ebc	1
vimqa_train_000220	vimqa_ctx_f8d5d911b44dccc8	1
vimqa_train_000221	vimqa_ctx_d268f289e7f7fa49	1
vimqa_train_000222	vimqa_ctx_2c3e7292a1fe13dc	1
vimqa_train_000223	vimqa_ctx_d71088aa7d2cd3cb	1
vimqa_train_000224	vimqa_ctx_5c54224408cdf2d0	1
vimqa_train_000225	vimqa_ctx_cd88f90449abae47	1
vimqa_train_000226	vimqa_ctx_80de22781ca1d16c	1
vimqa_train_000227	vimqa_ctx_9d0e997c108ae3cc	1
vimqa_train_000228	vimqa_ctx_2f2113e2c0315204	1
vimqa_train_000229	vimqa_ctx_9181a3640f2c5413	1
vimqa_train_000230	vimqa_ctx_c85ecce8b3a5bc9d	1
vimqa_train_000231	vimqa_ctx_67dcbb44f55a9b42	1
vimqa_train_000232	vimqa_ctx_7ffa1827c050958f	1
vimqa_train_000233	vimqa_ctx_4fd50d0965186fe3	1
vimqa_train_000234	vimqa_ctx_26f7b62212d51128	1
vimqa_train_000235	vimqa_ctx_8118f15c78cc42df	1
vimqa_train_000236	vimqa_ctx_ad6fcef8c05d7c69	1
vimqa_train_000237	vimqa_ctx_2b621b857f03afb2	1
vimqa_train_000238	vimqa_ctx_ef203117680cf078	1
vimqa_train_000239	vimqa_ctx_9d1174c688087a67	1
vimqa_train_000240	vimqa_ctx_1701bb7a72517e2d	1
vimqa_train_000241	vimqa_ctx_1f9542d83ae41501	1
vimqa_train_000242	vimqa_ctx_921db8517da150a3	1
vimqa_train_000243	vimqa_ctx_130ce9877f8d47b9	1
vimqa_train_000244	vimqa_ctx_6585dc71e4d58819	1
vimqa_train_000245	vimqa_ctx_4df7de32baeaf371	1
vimqa_train_000246	vimqa_ctx_48fb89b21275da97	1
vimqa_train_000247	vimqa_ctx_b720485a6a69d12c	1
vimqa_train_000248	vimqa_ctx_fecb4b1c8a6a1cbf	1
vimqa_train_000249	vimqa_ctx_fecb4b1c8a6a1cbf	1
vimqa_train_000250	vimqa_ctx_f473e988b3692d1d	1
vimqa_train_000251	vimqa_ctx_a877a9b9cab9685f	1
vimqa_train_000252	vimqa_ctx_b7eebbae71ae1a2b	1
vimqa_train_000253	vimqa_ctx_d268f289e7f7fa49	1
vimqa_train_000254	vimqa_ctx_b723473cfb83f435	1
vimqa_train_000255	vimqa_ctx_a1d57ee230614649	1
vimqa_train_000256	vimqa_ctx_17bbaa226373ada1	1
vimqa_train_000257	vimqa_ctx_9d8caf0938cdd283	1
vimqa_train_000258	vimqa_ctx_80047dc300621b51	1
vimqa_train_000259	vimqa_ctx_4a7bd55b5e9bd3a3	1
vimqa_train_000260	vimqa_ctx_809ce341e2f4dc9e	1
vimqa_train_000261	vimqa_ctx_6d89dac20bb3ee7b	1
vimqa_train_000262	vimqa_ctx_acc345611dd78092	1
vimqa_train_000263	vimqa_ctx_f723bc8ce1dad42a	1
vimqa_train_000264	vimqa_ctx_9050482b62995f6f	1
vimqa_train_000265	vimqa_ctx_57dcc1cf5b27f472	1
vimqa_train_000266	vimqa_ctx_c5521a2fe37b284a	1
vimqa_train_000267	vimqa_ctx_40e30f6ebc0f0515	1
vimqa_train_000268	vimqa_ctx_d4c9fa7bca21d896	1
vimqa_train_000269	vimqa_ctx_e2035fb3d693865a	1
vimqa_train_000270	vimqa_ctx_a58193af3972cfaa	1
vimqa_train_000271	vimqa_ctx_7a4df76c0be00975	1
vimqa_train_000272	vimqa_ctx_70a972505c84f596	1
vimqa_train_000273	vimqa_ctx_8a7d5de1f91f0c59	1
vimqa_train_000274	vimqa_ctx_5b82ff1e1ce0482e	1
vimqa_train_000275	vimqa_ctx_dcf6f9378fb6ecfe	1
vimqa_train_000276	vimqa_ctx_740e1ea3698fff09	1
vimqa_train_000277	vimqa_ctx_3fc88390b5d47e39	1
vimqa_train_000278	vimqa_ctx_a00115f74e699221	1
vimqa_train_000279	vimqa_ctx_b918a6c696c4a282	1
vimqa_train_000280	vimqa_ctx_1e53a7c78fd87fca	1
vimqa_train_000281	vimqa_ctx_fd9330c5f5aebb5b	1
vimqa_train_000282	vimqa_ctx_e6df35716a659244	1
vimqa_train_000283	vimqa_ctx_27f7fa25f55f6265	1
vimqa_train_000284	vimqa_ctx_dd66e9e9b2e1fa68	1
vimqa_train_000285	vimqa_ctx_733e07fcb7edc84b	1
vimqa_train_000286	vimqa_ctx_c3736ab82a32badf	1
vimqa_train_000287	vimqa_ctx_048622463efbe1a3	1
vimqa_train_000288	vimqa_ctx_926a57112f41bf08	1
vimqa_train_000289	vimqa_ctx_e2e74d878b75dd78	1
vimqa_train_000290	vimqa_ctx_16a334edc3fab7ef	1
vimqa_train_000291	vimqa_ctx_e6f9095bf0dd63de	1
vimqa_train_000292	vimqa_ctx_ece2d32b6be5ff7f	1
vimqa_train_000293	vimqa_ctx_1bf1af638494f26d	1
vimqa_train_000294	vimqa_ctx_7cd1971a79691878	1
vimqa_train_000295	vimqa_ctx_140ad16b8936ae3e	1
vimqa_train_000296	vimqa_ctx_ee299c719c404bd3	1
vimqa_train_000297	vimqa_ctx_96e6c07907f32ba7	1
vimqa_train_000298	vimqa_ctx_40e30f6ebc0f0515	1
vimqa_train_000299	vimqa_ctx_8ad5fe62f4ac5de4	1
vimqa_train_000300	vimqa_ctx_ebea0cbb489bc4a4	1
vimqa_train_000301	vimqa_ctx_cb7810eadff1d392	1
vimqa_train_000302	vimqa_ctx_07e2a5ac6d14781c	1
vimqa_train_000303	vimqa_ctx_395a1d28a3fa5a77	1
vimqa_train_000304	vimqa_ctx_224efa5fb351ca31	1
vimqa_train_000305	vimqa_ctx_23cd0069db211127	1
vimqa_train_000306	vimqa_ctx_5575dd7da92b4f8e	1
vimqa_train_000307	vimqa_ctx_1dc01cb69e8c1d42	1
vimqa_train_000308	vimqa_ctx_8c2831a5f0726b78	1
vimqa_train_000309	vimqa_ctx_b51ab5699526787d	1
vimqa_train_000310	vimqa_ctx_3c90f00ca5a6ffc0	1
vimqa_train_000311	vimqa_ctx_e83d92827d61d650	1
vimqa_train_000312	vimqa_ctx_59aa59e5d7008cfb	1
vimqa_train_000313	vimqa_ctx_c3d402dfc6a1f2b8	1
vimqa_train_000314	vimqa_ctx_71b80f9ef23a7a77	1
vimqa_train_000315	vimqa_ctx_9f495d6aa4ddf8e2	1
vimqa_train_000316	vimqa_ctx_e84fda864d6e60ab	1
vimqa_train_000317	vimqa_ctx_f06fecd9c1065623	1
vimqa_train_000318	vimqa_ctx_638abda8a6a7e166	1
vimqa_train_000319	vimqa_ctx_717172f0e797c189	1
vimqa_train_000320	vimqa_ctx_f11ab81cf9b752e9	1
vimqa_train_000321	vimqa_ctx_57793b0454e133a3	1
vimqa_train_000322	vimqa_ctx_655320c9c3a182c0	1
vimqa_train_000323	vimqa_ctx_4ea8d80920b6d633	1
vimqa_train_000324	vimqa_ctx_a747c94cd505b76b	1
vimqa_train_000325	vimqa_ctx_a549e4bd276d709e	1
vimqa_train_000326	vimqa_ctx_23f8fbbd0682584c	1
vimqa_train_000327	vimqa_ctx_c049636f83401c15	1
vimqa_train_000328	vimqa_ctx_49ab170a53413900	1
vimqa_train_000329	vimqa_ctx_c42ca0913877c079	1
vimqa_train_000330	vimqa_ctx_39e6d0cc6d9c47c3	1
vimqa_train_000331	vimqa_ctx_a82eb2e84712bb7b	1
vimqa_train_000332	vimqa_ctx_a94a140107e4b1e3	1
vimqa_train_000333	vimqa_ctx_795858cd12544de8	1
vimqa_train_000334	vimqa_ctx_3043f3292d1b8044	1
vimqa_train_000335	vimqa_ctx_f4f4eb36c94cbbf6	1
vimqa_train_000336	vimqa_ctx_61ed5bae221b4e7f	1
vimqa_train_000337	vimqa_ctx_29f08b299b72f392	1
vimqa_train_000338	vimqa_ctx_769d7c31c8ef17d4	1
vimqa_train_000339	vimqa_ctx_33e930bcfe787379	1
vimqa_train_000340	vimqa_ctx_5237e8a096768150	1
vimqa_train_000341	vimqa_ctx_c4d03336b3fea2cf	1
vimqa_train_000342	vimqa_ctx_2fc6ac579e5769ff	1
vimqa_train_000343	vimqa_ctx_17bbaa226373ada1	1
vimqa_train_000344	vimqa_ctx_e67f46d8277be41d	1
vimqa_train_000345	vimqa_ctx_abeafe708516ad0e	1
vimqa_train_000346	vimqa_ctx_284e10ac76f69867	1
vimqa_train_000347	vimqa_ctx_d669175e7867952d	1
vimqa_train_000348	vimqa_ctx_5491a53fd0d8e6a3	1
vimqa_train_000349	vimqa_ctx_3efc0fe7f003f17b	1
vimqa_train_000350	vimqa_ctx_2c3e7292a1fe13dc	1
vimqa_train_000351	vimqa_ctx_10162126a86ca958	1
vimqa_train_000352	vimqa_ctx_4c0f3acc83f88fc0	1
vimqa_train_000353	vimqa_ctx_1407547083273f6b	1
vimqa_train_000354	vimqa_ctx_8b5a3171b139272e	1
vimqa_train_000355	vimqa_ctx_5b14d286cd7e86fd	1
vimqa_train_000356	vimqa_ctx_789ebfb5df14912f	1
vimqa_train_000357	vimqa_ctx_5a464c9013ada38f	1
vimqa_train_000358	vimqa_ctx_7192152c3ff0895c	1
vimqa_train_000359	vimqa_ctx_3cb4ab905e08a2be	1
vimqa_train_000360	vimqa_ctx_17ac6268ebdbe332	1
vimqa_train_000361	vimqa_ctx_6f90dd4625b5d0d5	1
vimqa_train_000362	vimqa_ctx_1038e11c3cfa2ba2	1
vimqa_train_000363	vimqa_ctx_671df360431c41ba	1
vimqa_train_000364	vimqa_ctx_cdd30cc15e70c2ce	1
vimqa_train_000365	vimqa_ctx_683bc3a82698e4d2	1
vimqa_train_000366	vimqa_ctx_ff7717d97bd0d2d5	1
vimqa_train_000367	vimqa_ctx_2f2113e2c0315204	1
vimqa_train_000368	vimqa_ctx_de523adf878b0817	1
vimqa_train_000369	vimqa_ctx_0dfe523cb0c53ebc	1
vimqa_train_000370	vimqa_ctx_d702d74ff9c04c1e	1
vimqa_train_000371	vimqa_ctx_ec75a51b62ccc6d2	1
vimqa_train_000372	vimqa_ctx_252f7eb948cb50a7	1
vimqa_train_000373	vimqa_ctx_71d572e646c629ab	1
vimqa_train_000374	vimqa_ctx_c9a33aec6d89122e	1
vimqa_train_000375	vimqa_ctx_4adad82b078185b7	1
vimqa_train_000376	vimqa_ctx_4c83a6c64798bf9e	1
vimqa_train_000377	vimqa_ctx_9edc7abfba7fde08	1
vimqa_train_000378	vimqa_ctx_c4b7369c3973ea50	1
vimqa_train_000379	vimqa_ctx_eaba83192a86231f	1
vimqa_train_000380	vimqa_ctx_4937003f8915d7ca	1
vimqa_train_000381	vimqa_ctx_b487c898f7a4de8e	1
vimqa_train_000382	vimqa_ctx_25f104bca8c8f981	1
vimqa_train_000383	vimqa_ctx_d5114eea14607efa	1
vimqa_train_000384	vimqa_ctx_23b0d4c762175126	1
vimqa_train_000385	vimqa_ctx_a43fbdaba9de930b	1
vimqa_train_000386	vimqa_ctx_eca1ebcfb90cf1d7	1
vimqa_train_000387	vimqa_ctx_d19cbd38e7804024	1
vimqa_train_000388	vimqa_ctx_c460f4bd1838c582	1
vimqa_train_000389	vimqa_ctx_ced400883c5c951f	1
vimqa_train_000390	vimqa_ctx_90834f5bc437f68b	1
vimqa_train_000391	vimqa_ctx_ab15b31bd81faa77	1
vimqa_train_000392	vimqa_ctx_50d40bb5ea601c49	1
vimqa_train_000393	vimqa_ctx_d6fef832a45f240d	1
vimqa_train_000394	vimqa_ctx_a0d5ed47d6945506	1
vimqa_train_000395	vimqa_ctx_921934941709d546	1
vimqa_train_000396	vimqa_ctx_4a95a8479a01d4a4	1
vimqa_train_000397	vimqa_ctx_f2b73d5a9118fed8	1
vimqa_train_000398	vimqa_ctx_079851b10fb7f73b	1
vimqa_train_000399	vimqa_ctx_242f417d1c56f8e5	1
vimqa_train_000400	vimqa_ctx_b839af8664b6a45b	1
vimqa_train_000401	vimqa_ctx_0fe7ea9cbb6b1144	1
vimqa_train_000402	vimqa_ctx_5d07584efd33a03e	1
vimqa_train_000403	vimqa_ctx_5b82ff1e1ce0482e	1
vimqa_train_000404	vimqa_ctx_d363a3e206928b16	1
vimqa_train_000405	vimqa_ctx_034e8983d0c94edc	1
vimqa_train_000406	vimqa_ctx_97ff314eb18d4e35	1
vimqa_train_000407	vimqa_ctx_d30e1f36073440c8	1
vimqa_train_000408	vimqa_ctx_7a1282bbc3f183b9	1
vimqa_train_000409	vimqa_ctx_74c699dbd63fe303	1
vimqa_train_000410	vimqa_ctx_9678a79aba7676e9	1
vimqa_train_000411	vimqa_ctx_e7d3bcd4b25379f2	1
vimqa_train_000412	vimqa_ctx_9d86da74c8143ce0	1
vimqa_train_000413	vimqa_ctx_e5427fd5828e96d3	1
vimqa_train_000414	vimqa_ctx_869195f0136d7591	1
vimqa_train_000415	vimqa_ctx_6374bae1ca2c333f	1
vimqa_train_000416	vimqa_ctx_4d12004a6a0a6b24	1
vimqa_train_000417	vimqa_ctx_a7441be0d47ba6f7	1
vimqa_train_000418	vimqa_ctx_367221fcd848fb12	1
vimqa_train_000419	vimqa_ctx_bed7524949a16812	1
vimqa_train_000420	vimqa_ctx_144ef48fe0ff52cc	1
vimqa_train_000421	vimqa_ctx_cf91561c271e2187	1
vimqa_train_000422	vimqa_ctx_67dcbb44f55a9b42	1
vimqa_train_000423	vimqa_ctx_c4dde0904e6fd658	1
vimqa_train_000424	vimqa_ctx_ed5f5f2561c9b528	1
vimqa_train_000425	vimqa_ctx_4bbc7948fccdda75	1
vimqa_train_000426	vimqa_ctx_b89f30341f0f503b	1
